complaint_id,category,complaint_text,area,date_reported,priority,status
472,Water Supply,New water connection request in Palpannai is pending for over a month.,Palpannai,2026-01-26,High,Resolved
473,Electricity,Exposed electrical wires near Thillai Nagar Main Road are a serious safety hazard.,Thillai Nagar,2025-03-08,Low,Resolved
474,Electricity,Low voltage supply in Cantonment is damaging household appliances.,Cantonment,2025-10-14,Medium,Pending
475,Drainage,Broken underground drainage pipe in Anna Nagar is leaking onto the street.,Anna Nagar,2026-06-15,Low,In Progress
476,Electricity,Transformer near Ponmalai Cross Street is making loud noise and sparking.,Ponmalai,2026-04-30,Low,In Progress
477,Street Light,Multiple street lights along Bharathi Nagar 2nd Street are non-functional after the storm.,Bharathi Nagar,2025-09-06,Low,Resolved
478,Road Damage,"Road repair work in Chinthamani was left incomplete, causing traffic issues.",Chinthamani,2026-02-06,Medium,Resolved
479,Garbage,No garbage collection has happened in Cantonment since last Monday.,Cantonment,2026-02-20,High,Pending
480,Street Light,"No streetlight coverage on Edamalaipatti Pudur Market Street, unsafe for women at night.",Edamalaipatti Pudur,2025-11-18,Low,In Progress
481,Drainage,Drainage cleaning has not been done in Vayalur Road Market Street for months.,Vayalur Road,2026-03-04,Medium,Pending
482,Water Supply,Pipeline leakage near K.K. Nagar Lake Road is wasting a large amount of water daily.,K.K. Nagar,2025-04-16,Low,Resolved
483,Electricity,Street junction box in Ponmalai is open with live wires exposed.,Ponmalai,2025-07-30,High,Pending
484,Road Damage,Newly laid road in Golden Rock is already cracking within a few months.,Golden Rock,2025-11-28,High,In Progress
485,Electricity,Street junction box in Edamalaipatti Pudur is open with live wires exposed.,Edamalaipatti Pudur,2025-09-29,Low,Resolved
486,Electricity,Transformer near Palpannai Bypass Road is making loud noise and sparking.,Palpannai,2025-08-17,High,Resolved
487,Water Supply,"Water supply valve in Puthur is broken, entire street has no water.",Puthur,2025-03-24,Medium,Resolved
488,Electricity,Power has not been restored in Puthur since yesterday's outage.,Puthur,2025-04-08,High,Pending
489,Street Light,Street light near Kattur Lake Road has not been working for 10 days.,Kattur,2025-09-29,High,Resolved
490,Road Damage,Road near Cantonment junction has completely eroded after recent rains.,Cantonment,2025-05-25,High,In Progress
491,Garbage,No garbage collection has happened in Golden Rock since last Monday.,Golden Rock,2026-01-09,Low,In Progress
492,Electricity,"Electricity meter in Melapudur 3rd Street is malfunctioning, incorrect readings.",Melapudur,2026-05-03,Medium,Pending
493,Street Light,Entire stretch of Thiruverumbur 3rd Street is dark at night due to non-functional lights.,Thiruverumbur,2026-04-23,Low,In Progress
494,Electricity,"Electricity meter in K.K. Nagar Cross Street is malfunctioning, incorrect readings.",K.K. Nagar,2025-12-06,Low,Pending
495,Street Light,Broken street light glass in Edamalaipatti Pudur Colony Road is scattered on the footpath.,Edamalaipatti Pudur,2026-05-25,Low,Pending
496,Road Damage,Waterlogged potholes on Palpannai 2nd Street are damaging vehicle tyres.,Palpannai,2025-06-20,Medium,In Progress
497,Drainage,Stagnant drainage water in Kattur has been standing for over a week.,Kattur,2025-10-09,High,Pending
498,Garbage,Overflowing garbage bin near Ponmalai 3rd Street is attracting stray dogs and flies.,Ponmalai,2025-06-06,Medium,Pending
499,Road Damage,Waterlogged potholes on Kattur Cross Street are damaging vehicle tyres.,Kattur,2026-06-25,Low,In Progress
500,Drainage,Drainage cleaning has not been done in Puthur Lake Road for months.,Puthur,2025-10-16,Medium,Resolved
501,Street Light,Broken street light glass in Melapudur Main Road is scattered on the footpath.,Melapudur,2026-04-19,High,In Progress
502,Water Supply,Pipeline leakage near Edamalaipatti Pudur Lake Road is wasting a large amount of water daily.,Edamalaipatti Pudur,2026-03-28,Medium,Pending
503,Electricity,Repeated tripping of power supply in Melapudur disrupts daily work.,Melapudur,2025-04-26,Medium,Pending
504,Road Damage,Deep crack across the road in Anna Nagar is widening every day.,Anna Nagar,2026-03-24,Low,Pending
505,Road Damage,Deep crack across the road in Anna Nagar is widening every day.,Anna Nagar,2025-04-12,High,In Progress
506,Road Damage,Large pothole on Thillai Nagar Lake Road is causing accidents for two-wheelers.,Thillai Nagar,2026-01-02,Low,Resolved
507,Street Light,Entire stretch of Srirangam Main Road is dark at night due to non-functional lights.,Srirangam,2026-04-03,High,Resolved
508,Street Light,"No streetlight coverage on Bharathi Nagar 2nd Street, unsafe for women at night.",Bharathi Nagar,2026-01-15,High,Resolved
509,Street Light,Street light near Bharathi Nagar park has been off since last month.,Bharathi Nagar,2025-12-20,Low,In Progress
510,Electricity,Low voltage supply in Golden Rock is damaging household appliances.,Golden Rock,2025-10-09,Medium,In Progress
511,Garbage,Plastic waste is piling up near the Anna Nagar Bypass Road community bin.,Anna Nagar,2025-08-04,High,Pending
512,Water Supply,"Water pressure is extremely low in Vayalur Road, unable to fill overhead tank.",Vayalur Road,2025-04-13,Medium,Pending
513,Garbage,Uncollected garbage near the market in Thiruverumbur is causing a hygiene issue.,Thiruverumbur,2025-10-28,Medium,Pending
514,Water Supply,Pipeline leakage near Puthur Market Street is wasting a large amount of water daily.,Puthur,2025-04-12,High,Pending
515,Water Supply,New water connection request in Kattur is pending for over a month.,Kattur,2026-06-20,Medium,In Progress
516,Drainage,Choked stormwater drain in Thillai Nagar 2nd Street floods during light rain.,Thillai Nagar,2025-02-01,Low,Resolved
517,Drainage,Blocked drainage near Golden Rock is causing mosquito breeding and bad odour.,Golden Rock,2026-03-11,Medium,Resolved
518,Garbage,"Garbage has not been collected in Srirangam 2nd Street for over a week, causing bad smell.",Srirangam,2025-06-13,High,In Progress
519,Electricity,Power has not been restored in Bharathi Nagar since yesterday's outage.,Bharathi Nagar,2025-07-03,Low,Resolved
520,Water Supply,"Irregular water supply timing in Srirangam, water comes only for 10 minutes.",Srirangam,2025-04-13,High,In Progress
521,Electricity,Electric pole near Ariyamangalam is leaning dangerously and needs urgent repair.,Ariyamangalam,2025-11-04,High,In Progress
522,Electricity,Street junction box in Palpannai is open with live wires exposed.,Palpannai,2025-10-16,Medium,Pending
523,Electricity,Overhead electric line is sagging dangerously low on Puthur Main Road.,Puthur,2026-01-13,Low,In Progress
524,Electricity,Overhead electric line is sagging dangerously low on Palpannai 3rd Street.,Palpannai,2025-04-07,Medium,Pending
525,Water Supply,Pipeline leakage near Thillai Nagar 2nd Street is wasting a large amount of water daily.,Thillai Nagar,2025-09-03,Low,Resolved
526,Electricity,Power has not been restored in Golden Rock since yesterday's outage.,Golden Rock,2026-01-17,Low,Resolved
527,Street Light,Multiple street lights along Srirangam 2nd Street are non-functional after the storm.,Srirangam,2025-04-10,Medium,In Progress
528,Road Damage,Uneven road surface on Ponmalai Bypass Road makes it difficult for vehicles to pass.,Ponmalai,2025-07-25,Medium,In Progress
529,Drainage,Open drain near Ponmalai school is a safety hazard for children.,Ponmalai,2025-02-18,High,In Progress
530,Electricity,Overhead electric line is sagging dangerously low on Bharathi Nagar 2nd Street.,Bharathi Nagar,2026-01-15,Medium,In Progress
531,Garbage,Construction debris dumped illegally on Edamalaipatti Pudur 2nd Street is blocking the footpath.,Edamalaipatti Pudur,2025-02-28,High,Pending
532,Garbage,No garbage collection has happened in Ariyamangalam since last Monday.,Ariyamangalam,2025-06-13,High,Pending
533,Water Supply,Salty/foul smelling water is being supplied in Bharathi Nagar Bypass Road.,Bharathi Nagar,2026-05-15,High,Pending
534,Drainage,Sewage water has entered houses in Thillai Nagar Lake Road after the rain.,Thillai Nagar,2025-06-26,High,In Progress
535,Road Damage,"Speed breaker on Puthur Cross Street is broken and unmarked, risky at night.",Puthur,2025-04-06,Medium,Resolved
536,Electricity,Power has not been restored in Anna Nagar since yesterday's outage.,Anna Nagar,2025-06-20,Medium,Pending
537,Garbage,"Garbage has not been collected in Gandhi Nagar 3rd Street for over a week, causing bad smell.",Gandhi Nagar,2025-07-24,Low,Resolved
538,Electricity,Frequent power cuts in Cantonment 3rd Street for the past week without prior notice.,Cantonment,2026-06-13,Low,In Progress
539,Drainage,Foul smell from the drainage line near Chinthamani market is unbearable.,Chinthamani,2026-02-24,High,Pending
540,Street Light,"No streetlight coverage on Srirangam Market Street, unsafe for women at night.",Srirangam,2025-11-12,High,Resolved
541,Drainage,Sewage water has entered houses in Crawford Colony Road after the rain.,Crawford,2025-11-29,High,Resolved
542,Drainage,"Drainage cover is missing on Thillai Nagar Cross Street, risk of accidents.",Thillai Nagar,2026-06-04,Medium,In Progress
543,Electricity,Electric pole near Golden Rock is leaning dangerously and needs urgent repair.,Golden Rock,2026-05-24,Medium,Resolved
544,Garbage,Plastic waste is piling up near the Ariyamangalam 2nd Street community bin.,Ariyamangalam,2026-06-06,Medium,Pending
545,Water Supply,"Water pressure is extremely low in Puthur, unable to fill overhead tank.",Puthur,2026-02-23,Low,Pending
546,Road Damage,Road near Palpannai junction has completely eroded after recent rains.,Palpannai,2025-10-12,Low,In Progress
547,Drainage,Drainage water is overflowing onto the road in Edamalaipatti Pudur Colony Road.,Edamalaipatti Pudur,2025-11-06,Medium,Pending
548,Garbage,"Garbage has not been collected in Thiruverumbur Market Street for over a week, causing bad smell.",Thiruverumbur,2025-10-02,Low,Pending
549,Street Light,Street light near Golden Rock Market Street has not been working for 10 days.,Golden Rock,2025-08-30,Medium,In Progress
550,Water Supply,New water connection request in Woraiyur is pending for over a month.,Woraiyur,2025-08-01,High,Pending
551,Road Damage,"Road repair work in Anna Nagar was left incomplete, causing traffic issues.",Anna Nagar,2025-03-30,Medium,Pending
552,Garbage,Plastic waste is piling up near the Srirangam 3rd Street community bin.,Srirangam,2025-07-16,Low,Resolved
553,Electricity,Electric pole near Anna Nagar is leaning dangerously and needs urgent repair.,Anna Nagar,2026-06-17,Medium,Resolved
554,Street Light,Broken street light glass in Srirangam 3rd Street is scattered on the footpath.,Srirangam,2026-05-16,Low,Resolved
555,Road Damage,"Road repair work in Puthur was left incomplete, causing traffic issues.",Puthur,2026-02-03,Low,Resolved
556,Electricity,Street junction box in Ariyamangalam is open with live wires exposed.,Ariyamangalam,2025-09-12,Medium,Resolved
557,Electricity,Transformer near Melapudur Cross Street is making loud noise and sparking.,Melapudur,2025-04-19,High,Pending
558,Street Light,Newly installed street light in Ponmalai Cross Street is not switching on.,Ponmalai,2025-02-02,Low,In Progress
559,Road Damage,Broken footpath tiles on Palpannai Main Road are a tripping hazard for pedestrians.,Palpannai,2025-07-03,Medium,Pending
560,Water Supply,"Water supply valve in Thillai Nagar is broken, entire street has no water.",Thillai Nagar,2025-06-05,Low,Resolved
561,Garbage,"Dead animal lying near the garbage dump in Golden Rock 3rd Street, needs urgent removal.",Golden Rock,2025-10-11,High,In Progress
562,Road Damage,"Speed breaker on Puthur Lake Road is broken and unmarked, risky at night.",Puthur,2025-06-21,Low,Resolved
563,Water Supply,Salty/foul smelling water is being supplied in Golden Rock Main Road.,Golden Rock,2025-10-17,High,In Progress
564,Water Supply,New water connection request in Thillai Nagar is pending for over a month.,Thillai Nagar,2025-10-22,Low,Resolved
565,Water Supply,Contaminated/muddy water is coming from the tap in Thillai Nagar 2nd Street.,Thillai Nagar,2025-10-09,High,Resolved
566,Drainage,Open drain near Gandhi Nagar school is a safety hazard for children.,Gandhi Nagar,2025-04-12,High,Resolved
567,Road Damage,Road near Crawford junction has completely eroded after recent rains.,Crawford,2025-09-10,High,Resolved
568,Garbage,Uncollected garbage near the market in Gandhi Nagar is causing a hygiene issue.,Gandhi Nagar,2026-03-09,Medium,In Progress
569,Garbage,No garbage collection has happened in Golden Rock since last Monday.,Golden Rock,2025-01-04,Medium,Pending
570,Drainage,Sewage water has entered houses in Thiruverumbur Cross Street after the rain.,Thiruverumbur,2026-04-06,Medium,Resolved
571,Water Supply,"Water supply valve in Ponmalai is broken, entire street has no water.",Ponmalai,2026-01-29,Medium,Pending
572,Street Light,"No streetlight coverage on Anna Nagar Main Road, unsafe for women at night.",Anna Nagar,2025-10-16,Medium,Resolved
573,Road Damage,Deep crack across the road in Gandhi Nagar is widening every day.,Gandhi Nagar,2025-05-20,Low,In Progress
574,Garbage,Construction debris dumped illegally on Thiruverumbur Cross Street is blocking the footpath.,Thiruverumbur,2025-08-29,High,In Progress
575,Water Supply,No water supply in Kattur Lake Road for the past 2 days.,Kattur,2025-10-21,Low,Resolved
576,Drainage,Sewage water has entered houses in Cantonment Bypass Road after the rain.,Cantonment,2025-08-19,Medium,Resolved
577,Water Supply,New water connection request in Golden Rock is pending for over a month.,Golden Rock,2025-04-04,Low,Resolved
578,Road Damage,Waterlogged potholes on Melapudur 3rd Street are damaging vehicle tyres.,Melapudur,2025-11-30,Medium,In Progress
579,Street Light,Street light near Woraiyur park has been off since last month.,Woraiyur,2025-08-02,Medium,In Progress
580,Street Light,Street light near Melapudur bus stop flickers constantly at night.,Melapudur,2026-06-04,High,Resolved
581,Water Supply,Water tanker has not arrived in Thiruverumbur despite booking three days ago.,Thiruverumbur,2025-01-03,Medium,Pending
582,Water Supply,Pipeline leakage near Puthur Cross Street is wasting a large amount of water daily.,Puthur,2025-08-28,Medium,Resolved
583,Water Supply,Salty/foul smelling water is being supplied in Crawford Lake Road.,Crawford,2026-03-29,Low,Pending
584,Garbage,Uncollected garbage near the market in Kattur is causing a hygiene issue.,Kattur,2025-11-03,High,Pending
585,Street Light,"No streetlight coverage on Ponmalai Colony Road, unsafe for women at night.",Ponmalai,2026-01-04,High,In Progress
586,Electricity,Power has not been restored in Golden Rock since yesterday's outage.,Golden Rock,2025-04-02,Low,In Progress
587,Road Damage,Newly laid road in Ponmalai is already cracking within a few months.,Ponmalai,2026-03-10,High,In Progress
588,Street Light,Entire stretch of Melapudur Cross Street is dark at night due to non-functional lights.,Melapudur,2025-03-05,High,Resolved
589,Water Supply,No water supply since the pipeline repair work started in Ariyamangalam Colony Road.,Ariyamangalam,2026-01-13,Medium,Resolved
590,Road Damage,Uneven road surface on Vayalur Road Main Road makes it difficult for vehicles to pass.,Vayalur Road,2025-10-11,High,Pending
591,Water Supply,"Water supply valve in Kattur is broken, entire street has no water.",Kattur,2025-10-14,Low,Resolved
592,Road Damage,Waterlogged potholes on Thiruverumbur Cross Street are damaging vehicle tyres.,Thiruverumbur,2025-11-04,Low,Resolved
593,Garbage,No garbage collection has happened in Crawford since last Monday.,Crawford,2026-03-23,High,Resolved
594,Garbage,Plastic waste is piling up near the Ponmalai 2nd Street community bin.,Ponmalai,2026-03-25,High,Resolved
595,Road Damage,Uneven road surface on Crawford Colony Road makes it difficult for vehicles to pass.,Crawford,2025-12-18,Medium,Pending
596,Water Supply,"Water supply valve in Palpannai is broken, entire street has no water.",Palpannai,2026-05-03,High,Resolved
597,Road Damage,Missing manhole cover on Bharathi Nagar Market Street is extremely dangerous for commuters.,Bharathi Nagar,2025-02-07,Medium,Resolved
598,Drainage,Blocked drainage near Vayalur Road is causing mosquito breeding and bad odour.,Vayalur Road,2025-10-28,Medium,Pending
599,Drainage,Drainage water is overflowing onto the road in Crawford Colony Road.,Crawford,2025-07-04,Low,In Progress
600,Street Light,Street light timer in Vayalur Road is faulty; lights stay on during the day.,Vayalur Road,2025-03-30,Medium,Resolved
601,Street Light,Street light timer in Chinthamani is faulty; lights stay on during the day.,Chinthamani,2025-09-04,Low,Resolved
602,Street Light,Street light near Chinthamani Main Road has not been working for 10 days.,Chinthamani,2025-03-18,High,Pending
603,Drainage,Blocked drainage near Thiruverumbur is causing mosquito breeding and bad odour.,Thiruverumbur,2025-03-08,High,Resolved
604,Drainage,Stagnant drainage water in Crawford has been standing for over a week.,Crawford,2025-07-05,Low,Resolved
605,Street Light,Street light near Golden Rock park has been off since last month.,Golden Rock,2025-05-05,High,Resolved
606,Electricity,Frequent power cuts in Edamalaipatti Pudur 2nd Street for the past week without prior notice.,Edamalaipatti Pudur,2025-06-27,High,Pending
607,Garbage,The garbage truck has skipped our street (Golden Rock Lake Road) for three days in a row.,Golden Rock,2025-03-21,High,In Progress
608,Street Light,Street light near Melapudur 3rd Street has not been working for 10 days.,Melapudur,2026-01-07,High,In Progress
609,Water Supply,New water connection request in Crawford is pending for over a month.,Crawford,2025-04-03,Medium,In Progress
610,Electricity,Low voltage supply in K.K. Nagar is damaging household appliances.,K.K. Nagar,2025-06-09,Low,Pending
611,Drainage,Choked stormwater drain in K.K. Nagar Cross Street floods during light rain.,K.K. Nagar,2025-11-14,High,In Progress
612,Water Supply,No water supply in Golden Rock Lake Road for the past 2 days.,Golden Rock,2025-04-27,Low,In Progress
613,Road Damage,Newly laid road in Edamalaipatti Pudur is already cracking within a few months.,Edamalaipatti Pudur,2026-05-03,Low,In Progress
614,Garbage,No garbage collection has happened in Cantonment since last Monday.,Cantonment,2025-05-11,High,Resolved
615,Drainage,Foul smell from the drainage line near Crawford market is unbearable.,Crawford,2025-03-26,High,In Progress
616,Water Supply,"Irregular water supply timing in Ariyamangalam, water comes only for 10 minutes.",Ariyamangalam,2025-09-14,High,Resolved
617,Electricity,Power has not been restored in Thiruverumbur since yesterday's outage.,Thiruverumbur,2025-10-06,Low,Pending
618,Water Supply,Pipeline leakage near Gandhi Nagar Main Road is wasting a large amount of water daily.,Gandhi Nagar,2025-11-29,Low,In Progress
619,Drainage,Blocked drainage near Ariyamangalam is causing mosquito breeding and bad odour.,Ariyamangalam,2026-01-06,Medium,Resolved
620,Road Damage,Deep crack across the road in Ponmalai is widening every day.,Ponmalai,2025-05-14,High,In Progress
621,Street Light,Street light near Golden Rock park has been off since last month.,Golden Rock,2025-04-22,High,Resolved
622,Road Damage,Uneven road surface on Vayalur Road Market Street makes it difficult for vehicles to pass.,Vayalur Road,2025-01-30,High,Resolved
623,Road Damage,Waterlogged potholes on Kattur Main Road are damaging vehicle tyres.,Kattur,2025-11-13,High,Resolved
624,Drainage,"Drainage cover is missing on Gandhi Nagar 2nd Street, risk of accidents.",Gandhi Nagar,2025-10-07,High,In Progress
625,Street Light,Broken street light glass in Melapudur Colony Road is scattered on the footpath.,Melapudur,2026-05-02,Low,In Progress
626,Water Supply,Water tanker has not arrived in Edamalaipatti Pudur despite booking three days ago.,Edamalaipatti Pudur,2025-12-02,High,Pending
627,Electricity,"Electricity meter in Gandhi Nagar Market Street is malfunctioning, incorrect readings.",Gandhi Nagar,2026-03-13,Low,In Progress
628,Electricity,Power has not been restored in Melapudur since yesterday's outage.,Melapudur,2025-07-12,Medium,Resolved
629,Garbage,The garbage truck has skipped our street (Srirangam Cross Street) for three days in a row.,Srirangam,2026-03-18,Medium,In Progress
630,Street Light,Entire stretch of Palpannai Main Road is dark at night due to non-functional lights.,Palpannai,2025-03-12,Medium,Pending
631,Street Light,"Street light pole in Puthur is damaged and sparking, safety concern.",Puthur,2026-02-27,Medium,Resolved
632,Street Light,"No streetlight coverage on Golden Rock Lake Road, unsafe for women at night.",Golden Rock,2026-05-18,Medium,Pending
633,Drainage,Stagnant drainage water in K.K. Nagar has been standing for over a week.,K.K. Nagar,2026-03-10,High,In Progress
634,Drainage,Blocked drainage near Thiruverumbur is causing mosquito breeding and bad odour.,Thiruverumbur,2025-11-10,Medium,Resolved
635,Road Damage,Uneven road surface on Woraiyur 3rd Street makes it difficult for vehicles to pass.,Woraiyur,2025-03-02,High,In Progress
636,Garbage,Overflowing garbage bin near Crawford Colony Road is attracting stray dogs and flies.,Crawford,2025-09-03,Low,Pending
637,Water Supply,Pipeline leakage near Kattur Colony Road is wasting a large amount of water daily.,Kattur,2026-03-26,Low,In Progress
638,Drainage,Drainage cleaning has not been done in Thiruverumbur Main Road for months.,Thiruverumbur,2025-01-30,Low,Pending
639,Street Light,Street light near Edamalaipatti Pudur park has been off since last month.,Edamalaipatti Pudur,2025-08-19,Medium,Resolved
640,Electricity,Street junction box in Srirangam is open with live wires exposed.,Srirangam,2025-08-19,Low,In Progress
641,Garbage,The garbage truck has skipped our street (Golden Rock Lake Road) for three days in a row.,Golden Rock,2025-09-15,Low,Pending
642,Drainage,Stagnant drainage water in Ariyamangalam has been standing for over a week.,Ariyamangalam,2025-06-22,Low,Resolved
643,Road Damage,Road near Srirangam junction has completely eroded after recent rains.,Srirangam,2026-01-12,Medium,Pending
644,Water Supply,No water supply in Palpannai Lake Road for the past 2 days.,Palpannai,2026-02-28,Low,Pending
645,Water Supply,Pipeline leakage near Palpannai Cross Street is wasting a large amount of water daily.,Palpannai,2026-04-11,Medium,Resolved
646,Electricity,Transformer near Melapudur 3rd Street is making loud noise and sparking.,Melapudur,2025-08-15,High,Pending
647,Drainage,Foul smell from the drainage line near Woraiyur market is unbearable.,Woraiyur,2025-05-21,Low,Pending
648,Electricity,Frequent power cuts in Ariyamangalam Main Road for the past week without prior notice.,Ariyamangalam,2026-04-13,Low,In Progress
649,Street Light,"No streetlight coverage on Kattur 2nd Street, unsafe for women at night.",Kattur,2025-11-17,High,In Progress
650,Drainage,"Drainage cover is missing on Woraiyur 2nd Street, risk of accidents.",Woraiyur,2026-06-25,Medium,Pending
651,Street Light,Entire stretch of Bharathi Nagar Lake Road is dark at night due to non-functional lights.,Bharathi Nagar,2025-10-14,High,Resolved
652,Garbage,Household waste is being dumped on the roadside in Vayalur Road instead of the bin.,Vayalur Road,2025-07-03,High,In Progress
653,Road Damage,Waterlogged potholes on Kattur 2nd Street are damaging vehicle tyres.,Kattur,2025-11-01,High,Resolved
654,Water Supply,Water tanker has not arrived in Thillai Nagar despite booking three days ago.,Thillai Nagar,2025-04-15,High,In Progress
655,Drainage,Blocked drainage near Bharathi Nagar is causing mosquito breeding and bad odour.,Bharathi Nagar,2026-06-10,High,Resolved
656,Drainage,Blocked drainage near Chinthamani is causing mosquito breeding and bad odour.,Chinthamani,2025-03-11,High,Resolved
657,Electricity,Repeated tripping of power supply in Edamalaipatti Pudur disrupts daily work.,Edamalaipatti Pudur,2025-04-10,Low,Pending
658,Electricity,Power has not been restored in Kattur since yesterday's outage.,Kattur,2025-04-17,Medium,Pending
659,Electricity,Power has not been restored in Woraiyur since yesterday's outage.,Woraiyur,2025-11-12,Medium,In Progress
660,Street Light,"No streetlight coverage on Ponmalai Main Road, unsafe for women at night.",Ponmalai,2025-09-25,High,In Progress
